UID      PID   PPID   LWP C NLWP %CPU %MEM   VSZ    RSS TTY      STAT START   TIME    COMMAND
root     1049  1      1049 0 4    0.0  0.0  327176 9792  ?        Ssl  17:41   0:00    /usr/libexec/upowerd
root     1049  1      1060 0 4    0.0  0.0  327176 9792  ?        Ssl  17:41   0:00    /usr/libexec/upowerd
root     1049  1      1061 0 4    0.0  0.0  327176 9792  ?        Ssl  17:41   0:00    /usr/libexec/upowerd
root     1049  1      1062 0 4    0.0  0.0  327176 9792  ?        Ssl  17:41   0:00    /usr/libexec/upowerd
root     1128  1      1128 0 1    0.0  0.0  48220  12416 ?        Ss   17:41   0:00    /usr/sbin/cupsd -l
root     1135  1      1135 0 2    0.0  0.1  127864 25152 ?        Ssl  17:41   0:00    /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root     1135  1      1150 0 2    0.0  0.1  127864 25152 ?        Ssl  17:41   0:00    /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
mysql    1148  1      1148 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1208 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1209 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1210 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1211 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1212 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1213 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1214 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1215 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1216 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1217 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1234 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1235 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1236 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1237 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1238 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1239 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1244 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1245 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1246 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1247 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1248 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1249 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1250 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1251 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1252 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1253 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1257 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1258 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1259 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1260 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1261 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1262 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1263 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1264 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1265 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1266 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
mysql    1148  1      1267 0 38   0.9  2.4  2376380 395716 ?        Ssl  17:42   0:04    /usr/sbin/mysqld
root     1205  1      1205 0 4    0.0  0.0  398376 9436  ?        Ssl  17:42   0:00    /usr/sbin/gdm3
root     1205  1      1220 0 4    0.0  0.0  398376 9436  ?        Ssl  17:42   0:00    /usr/sbin/gdm3
root     1205  1      1221 0 4    0.0  0.0  398376 9436  ?        Ssl  17:42   0:00    /usr/sbin/gdm3
root     1205  1      1222 0 4    0.0  0.0  398376 9436  ?        Ssl  17:42   0:00    /usr/sbin/gdm3
root     1225  2      1225 0 1    0.0  0.0  0      0     ?        S    17:42   0:00    [UVM global queue]
root     1226  2      1226 0 1    0.0  0.0  0      0     ?        S    17:42   0:00    [UVM deferred release queue]
root     1227  2      1227 0 1    0.0  0.0  0      0     ?        S    17:42   0:00    [UVM Tools Event Queue]
nvidia-+ 1231  1      1231 0 1    0.0  0.0  3328   2156  ?        Ss   17:42   0:00    /usr/bin/nvidia-persistenced --user nvidia-persistenced --no-persistence-mode --verbose
root     1274  2      1274 0 1    0.0  0.0  0      0     ?        S    17:42   0:00    [psimon]
rtkit    1323  1      1323 0 3    0.0  0.0  22940  3536  ?        SNsl 17:42   0:00    /usr/libexec/rtkit-daemon
rtkit    1323  1      1329 0 3    0.0  0.0  22940  3536  ?        SNsl 17:42   0:00    /usr/libexec/rtkit-daemon
rtkit    1323  1      1330 0 3    0.0  0.0  22940  3536  ?        SNsl 17:42   0:00    /usr/libexec/rtkit-daemon
root     1345  2      1345 0 1    0.0  0.0  0      0     ?        I    17:42   0:00    [kworker/5:2-cgroup_destroy]
root     1347  2      1347 0 1    0.0  0.0  0      0     ?        S<   17:42   0:00    [krfcommd]
cups-br+ 1411  1      1411 0 4    0.0  0.1  268476 20108 ?        Ssl  17:42   0:00    /usr/sbin/cups-browsed
cups-br+ 1411  1      1418 0 4    0.0  0.1  268476 20108 ?        Ssl  17:42   0:00    /usr/sbin/cups-browsed
cups-br+ 1411  1      1419 0 4    0.0  0.1  268476 20108 ?        Ssl  17:42   0:00    /usr/sbin/cups-browsed
cups-br+ 1411  1      1420 0 4    0.0  0.1  268476 20108 ?        Ssl  17:42   0:00    /usr/sbin/cups-browsed
kernoops 1413  1      1413 0 1    0.0  0.0  12744  2336  ?        Ss   17:42   0:00    /usr/sbin/kerneloops --test
kernoops 1416  1      1416 0 1    0.0  0.0  12744  2416  ?        Ss   17:42   0:00    /usr/sbin/kerneloops
colord   1478  1      1478 0 4    0.0  0.0  329884 14776 ?        Ssl  17:42   0:00    /usr/libexec/colord
colord   1478  1      1491 0 4    0.0  0.0  329884 14776 ?        Ssl  17:42   0:00    /usr/libexec/colord
colord   1478  1      1492 0 4    0.0  0.0  329884 14776 ?        Ssl  17:42   0:00    /usr/libexec/colord
colord   1478  1      1494 0 4    0.0  0.0  329884 14776 ?        Ssl  17:42   0:00    /usr/libexec/colord
root     1818  1205   1818 0 4    0.0  0.0  252340 10656 ?        Sl   17:42   0:00    gdm-session-worker [pam/gdm-password]
root     1818  1205   1819 0 4    0.0  0.0  252340 10656 ?        Sl   17:42   0:00    gdm-session-worker [pam/gdm-password]
root     1818  1205   1820 0 4    0.0  0.0  252340 10656 ?        Sl   17:42   0:00    gdm-session-worker [pam/gdm-password]
root     1818  1205   1822 0 4    0.0  0.0  252340 10656 ?        Sl   17:42   0:00    gdm-session-worker [pam/gdm-password]
root     1824  2      1824 0 1    0.1  0.0  0      0     ?        I<   17:42   0:00    [kworker/u49:3-rtw89_tx_wq]
aniket   1851  1      1851 0 1    0.2  0.0  21412  12800 ?        Ss   17:42   0:00    /usr/lib/systemd/systemd --user
aniket   1857  1851   1857 0 1    0.0  0.0  21404  3640  ?        S    17:42   0:00    (sd-pam)
aniket   1870  1851   1870 0 3    0.0  0.0  126240 14908 ?        S<sl 17:42   0:00    /usr/bin/pipewire
aniket   1870  1851   1888 0 3    0.0  0.0  126240 14908 ?        S<sl 17:42   0:00    /usr/bin/pipewire
aniket   1870  1851   1894 0 3    0.0  0.0  126240 14908 ?        S<sl 17:42   0:00    /usr/bin/pipewire
aniket   1871  1851   1871 0 3    0.0  0.0  107560 6144  ?        Ssl  17:42   0:00    /usr/bin/pipewire -c filter-chain.conf
aniket   1871  1851   1887 0 3    0.0  0.0  107560 6144  ?        Ssl  17:42   0:00    /usr/bin/pipewire -c filter-chain.conf
aniket   1871  1851   1891 0 3    0.0  0.0  107560 6144  ?        Ssl  17:42   0:00    /usr/bin/pipewire -c filter-chain.conf
aniket   1872  1851   1872 0 6    0.0  0.1  417032 19296 ?        S<sl 17:42   0:00    /usr/bin/wireplumber
aniket   1872  1851   1889 0 6    0.0  0.1  417032 19296 ?        S<sl 17:42   0:00    /usr/bin/wireplumber
aniket   1872  1851   1892 0 6    0.0  0.1  417032 19296 ?        S<sl 17:42   0:00    /usr/bin/wireplumber
aniket   1872  1851   1893 0 6    0.0  0.1  417032 19296 ?        S<sl 17:42   0:00    /usr/bin/wireplumber
aniket   1872  1851   1899 0 6    0.0  0.1  417032 19296 ?        S<sl 17:42   0:00    /usr/bin/wireplumber
aniket   1872  1851   1902 0 6    0.0  0.1  417032 19296 ?        S<sl 17:42   0:00    /usr/bin/wireplumber
aniket   1875  1851   1875 0 3    0.0  0.0  126528 13784 ?        S<sl 17:42   0:00    /usr/bin/pipewire-pulse
aniket   1875  1851   1890 0 3    0.0  0.0  126528 13784 ?        S<sl 17:42   0:00    /usr/bin/pipewire-pulse
aniket   1875  1851   1896 0 3    0.0  0.0  126528 13784 ?        S<sl 17:42   0:00    /usr/bin/pipewire-pulse
aniket   1876  1851   1876 0 5    0.0  0.0  473936 10916 ?        SLsl 17:42   0:00    /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
aniket   1876  1851   1883 0 5    0.0  0.0  473936 10916 ?        SLsl 17:42   0:00    /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
aniket   1876  1851   1884 0 5    0.0  0.0  473936 10916 ?        SLsl 17:42   0:00    /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
aniket   1876  1851   1885 0 5    0.0  0.0  473936 10916 ?        SLsl 17:42   0:00    /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
aniket   1876  1851   1886 0 5    0.0  0.0  473936 10916 ?        SLsl 17:42   0:00    /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
aniket   1882  1851   1882 0 1    0.1  0.0  10604  6488  ?        Ss   17:42   0:00    /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
aniket   1917  1818   1917 0 4    0.0  0.0  245536 6316  tty2     Ssl+ 17:42   0:00    /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=zorin /usr/bin/gnome-session --session=zorin
aniket   1917  1818   1918 0 4    0.0  0.0  245536 6316  tty2     Ssl+ 17:42   0:00    /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=zorin /usr/bin/gnome-session --session=zorin
aniket   1917  1818   1936 0 4    0.0  0.0  245536 6316  tty2     Ssl+ 17:42   0:00    /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=zorin /usr/bin/gnome-session --session=zorin
aniket   1917  1818   1937 0 4    0.0  0.0  245536 6316  tty2     Ssl+ 17:42   0:00    /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=zorin /usr/bin/gnome-session --session=zorin
aniket   1919  1917   1919 4 6    4.4  1.1  26122676 182156 tty2     Sl+  17:42   0:19    /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
aniket   1919  1917   1927 0 6    4.4  1.1  26122676 182156 tty2     Sl+  17:42   0:19    /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
aniket   1919  1917   1928 0 6    4.4  1.1  26122676 182156 tty2     Sl+  17:42   0:19    /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
aniket   1919  1917   1929 0 6    4.4  1.1  26122676 182156 tty2     Sl+  17:42   0:19    /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
aniket   1919  1917   1930 0 6    4.4  1.1  26122676 182156 tty2     Sl+  17:42   0:19    /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
aniket   1919  1917   1935 0 6    4.4  1.1  26122676 182156 tty2     Sl+  17:42   0:19    /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
aniket   1921  1851   1921 0 4    0.0  0.0  319132 6304  ?        Ssl  17:42   0:00    /usr/libexec/xdg-permission-store
aniket   1921  1851   1922 0 4    0.0  0.0  319132 6304  ?        Ssl  17:42   0:00    /usr/libexec/xdg-permission-store
aniket   1921  1851   1923 0 4    0.0  0.0  319132 6304  ?        Ssl  17:42   0:00    /usr/libexec/xdg-permission-store
aniket   1921  1851   1925 0 4    0.0  0.0  319132 6304  ?        Ssl  17:42   0:00    /usr/libexec/xdg-permission-store
aniket   1983  1917   1983 0 4    0.0  0.1  308056 16812 tty2     Sl+  17:42   0:00    /usr/libexec/gnome-session-binary --session=zorin
aniket   1983  1917   2100 0 4    0.0  0.1  308056 16812 tty2     Sl+  17:42   0:00    /usr/libexec/gnome-session-binary --session=zorin
aniket   1983  1917   2101 0 4    0.0  0.1  308056 16812 tty2     Sl+  17:42   0:00    /usr/libexec/gnome-session-binary --session=zorin
aniket   1983  1917   2102 0 4    0.0  0.1  308056 16812 tty2     Sl+  17:42   0:00    /usr/libexec/gnome-session-binary --session=zorin
aniket   2072  1851   2072 0 4    0.0  0.0  324112 8116  ?        Ssl  17:42   0:00    /usr/libexec/gvfsd
aniket   2072  1851   2073 0 4    0.0  0.0  324112 8116  ?        Ssl  17:42   0:00    /usr/libexec/gvfsd
aniket   2072  1851   2074 0 4    0.0  0.0  324112 8116  ?        Ssl  17:42   0:00    /usr/libexec/gvfsd
aniket   2072  1851   2075 0 4    0.0  0.0  324112 8116  ?        Ssl  17:42   0:00    /usr/libexec/gvfsd
aniket   2078  1851   2078 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2078  1851   2080 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2078  1851   2081 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2078  1851   2082 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2078  1851   2083 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2078  1851   2084 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2078  1851   2087 0 7    0.0  0.0  469532 7268  ?        Sl   17:42   0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
aniket   2086  1851   2086 0 5    0.0  0.0  383028 8452  ?        Ssl  17:42   0:00    /usr/libexec/at-spi-bus-launcher
aniket   2086  1851   2088 0 5    0.0  0.0  383028 8452  ?        Ssl  17:42   0:00    /usr/libexec/at-spi-bus-launcher
aniket   2086  1851   2089 0 5    0.0  0.0  383028 8452  ?        Ssl  17:42   0:00    /usr/libexec/at-spi-bus-launcher
aniket   2086  1851   2090 0 5    0.0  0.0  383028 8452  ?        Ssl  17:42   0:00    /usr/libexec/at-spi-bus-launcher
aniket   2086  1851   2092 0 5    0.0  0.0  383028 8452  ?        Ssl  17:42   0:00    /usr/libexec/at-spi-bus-launcher
aniket   2094  2086   2094 0 1    0.0  0.0  9424   5136  ?        S    17:42   0:00    /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_1
